eclipse,ra,dec
29396,19.7381128985622,-0.429735950114406
29620,19.7381128985622,-0.429735950114406
45350,19.7381128985622,-0.429735950114406
29366,19.7381128985622,-0.429735950114406
23914,19.7381128985622,-0.429735950114406
23465,19.7381128985622,-0.429735950114406
24015,19.7381128985622,-0.429735950114406
23915,19.7381128985622,-0.429735950114406
23704,19.7381128985622,-0.429735950114406
29109,19.7381128985622,-0.429735950114406
33109,319.129768375569,9.70485641066201
27921,319.129768375569,9.70485641066201
28182,319.129768375569,9.70485641066201
33912,319.129768375569,9.70485641066201
17963,319.129768375569,9.70485641066201
33723,319.129768375569,9.70485641066201
33849,319.129768375569,9.70485641066201
46446,77.5087110437118,23.2618105780015
19799,77.5087110437118,23.2618105780015
14132,77.5087110437118,23.2618105780015
19387,77.5087110437118,23.2618105780015
14497,77.5087110437118,23.2618105780015
19461,98.7759917138723,25.4946487218345
20138,98.7759917138723,25.4946487218345
30108,98.7759917138723,25.4946487218345
30110,98.7759917138723,25.4946487218345
30108,98.7759917138723,25.4946487218345
20138,98.7759917138723,25.4946487218345
30110,98.7759917138723,25.4946487218345
20153,98.7759917138723,25.4946487218345
30108,98.7759917138723,25.4946487218345
20153,98.7759917138723,25.4946487218345
19461,98.7759917138723,25.4946487218345
20153,98.7759917138723,25.4946487218345
19461,98.7759917138723,25.4946487218345
20138,98.7759917138723,25.4946487218345
19461,98.7759917138723,25.4946487218345
19461,98.7759917138723,25.4946487218345
20138,98.7759917138723,25.4946487218345
29294,89.2714069743926,65.2260740018952
29293,89.2714069743926,65.2260740018952
20132,89.2714069743926,65.2260740018952
29926,89.2714069743926,65.2260740018952
14774,149.444482038357,4.91389418908204
15131,149.444482038357,4.91389418908204
31435,149.444482038357,4.91389418908204
9993,149.444482038357,4.91389418908204
10088,149.444482038357,4.91389418908204
15377,149.444482038357,4.91389418908204
15376,149.444482038357,4.91389418908204
36783,149.444482038357,4.91389418908204
14774,149.444482038357,4.91389418908204
15131,149.444482038357,4.91389418908204
30909,149.444482038357,4.91389418908204
31310,149.444482038357,4.91389418908204
14774,149.444482038357,4.91389418908204
14774,149.444482038357,4.91389418908204
15131,149.444482038357,4.91389418908204
15131,149.444482038357,4.91389418908204
15131,149.444482038357,4.91389418908204
15376,149.444482038357,4.91389418908204
8234,18.9759994530218,26.2333501983176
29211,18.9759994530218,26.2333501983176
29212,18.9759994530218,26.2333501983176
12929,18.9759994530218,26.2333501983176
1772,18.9759994530218,26.2333501983176
12929,18.9759994530218,26.2333501983176
1772,18.9759994530218,26.2333501983176
29211,18.9759994530218,26.2333501983176
13419,18.9759994530218,26.2333501983176
13635,18.9759994530218,26.2333501983176
13643,18.9759994530218,26.2333501983176
29211,18.9759994530218,26.2333501983176
13126,18.9759994530218,26.2333501983176
13126,18.9759994530218,26.2333501983176
13126,18.9759994530218,26.2333501983176
29212,18.9759994530218,26.2333501983176
29212,18.9759994530218,26.2333501983176
13635,18.9759994530218,26.2333501983176
13419,18.9759994530218,26.2333501983176
29211,18.9759994530218,26.2333501983176
13643,18.9759994530218,26.2333501983176
34384,18.9759994530218,26.2333501983176
8347,18.9759994530218,26.2333501983176
13643,18.9759994530218,26.2333501983176
8348,18.9759994530218,26.2333501983176
17447,325.436241588373,-3.05377681060835
1666,325.436241588373,-3.05377681060835
17628,325.436241588373,-3.05377681060835
1666,325.460332550679,-3.14180024475694
1666,325.460332550679,-3.14180024475694
22759,325.460332550679,-3.14180024475694
17604,325.460332550679,-3.14180024475694
1666,325.460332550679,-3.14180024475694
17628,325.460332550679,-3.14180024475694
17447,325.460332550679,-3.14180024475694
22759,325.460332550679,-3.14180024475694
23627,77.2871893157045,-71.4415263211351
18526,77.2871893157045,-71.4415263211351
23627,77.2871893157045,-71.4415263211351
45271,77.2871893157045,-71.4415263211351
18431,77.2871893157045,-71.4415263211351
42099,77.2871893157045,-71.4415263211351
23627,77.2871893157045,-71.4415263211351
18526,77.2871893157045,-71.4415263211351
45300,77.2871893157045,-71.4415263211351
18431,76.7542084330433,-71.4087916290648
42099,76.7542084330433,-71.4087916290648
18427,76.7542084330433,-71.4087916290648
45300,76.7542084330433,-71.4087916290648
23627,76.7542084330433,-71.4087916290648
45271,76.7542084330433,-71.4087916290648
23627,76.7542084330433,-71.4087916290648
45300,76.7542084330433,-71.4087916290648
42102,76.7542084330433,-71.4087916290648
45271,76.7542084330433,-71.4087916290648
23627,76.7542084330433,-71.4087916290648
42099,76.7542084330433,-71.4087916290648
18431,76.7542084330433,-71.4087916290648
45300,76.7542084330433,-71.4087916290648
18427,76.7542084330433,-71.4087916290648
23627,76.7542084330433,-71.4087916290648
23627,76.7542084330433,-71.4087916290648
18526,77.6528317508501,-71.2170520166287
45271,77.6528317508501,-71.2170520166287
18431,77.6528317508501,-71.2170520166287
42099,77.6528317508501,-71.2170520166287
18526,77.6528317508501,-71.2170520166287
45226,77.6528317508501,-71.2170520166287
45271,77.6528317508501,-71.2170520166287
18526,77.6528317508501,-71.2170520166287
42099,77.6528317508501,-71.2170520166287
18431,77.6528317508501,-71.2170520166287
23627,76.8874132451419,-71.5093427991753
18431,76.8874132451419,-71.5093427991753
42099,76.8874132451419,-71.5093427991753
23627,76.8874132451419,-71.5093427991753
45271,76.8874132451419,-71.5093427991753
45300,76.8874132451419,-71.5093427991753
45300,76.8874132451419,-71.5093427991753
2602,340.070098353953,-34.0579174190301
44400,340.070098353953,-34.0579174190301
13031,340.070098353953,-34.0579174190301
44414,340.070098353953,-34.0579174190301
45271,77.2227262519297,-71.4257713273851
45300,77.2227262519297,-71.4257713273851
42099,77.2227262519297,-71.4257713273851
23627,77.2227262519297,-71.4257713273851
18431,77.2227262519297,-71.4257713273851
18526,77.2227262519297,-71.4257713273851
45300,77.2227262519297,-71.4257713273851
45300,77.2227262519297,-71.4257713273851
45300,77.2227262519297,-71.4257713273851
45271,77.2227262519297,-71.4257713273851
23627,77.2227262519297,-71.4257713273851
18526,77.2227262519297,-71.4257713273851
23627,77.2227262519297,-71.4257713273851
45300,77.2227262519297,-71.4257713273851
18526,77.2227262519297,-71.4257713273851
18431,77.2227262519297,-71.4257713273851
45271,77.2227262519297,-71.4257713273851
42099,77.2227262519297,-71.4257713273851
23627,77.2227262519297,-71.4257713273851
18526,78.4828595791462,-71.1866321740906
45271,78.4828595791462,-71.1866321740906
42099,78.4828595791462,-71.1866321740906
18431,78.4828595791462,-71.1866321740906
45271,78.4828595791462,-71.1866321740906
18526,78.4828595791462,-71.1866321740906
45226,78.4828595791462,-71.1866321740906
45271,78.4828595791462,-71.1866321740906
18526,78.9883550344797,-71.1065633993033
42099,78.9883550344797,-71.1065633993033
45226,78.9883550344797,-71.1065633993033
45271,78.9883550344797,-71.1065633993033
18431,78.9883550344797,-71.1065633993033
18526,78.9883550344797,-71.1065633993033
23627,79.0195145971473,-71.8063402679389
45271,79.0195145971473,-71.8063402679389
23627,79.0195145971473,-71.8063402679389
18431,79.0195145971473,-71.8063402679389
42099,79.0195145971473,-71.8063402679389
45211,79.0195145971473,-71.8063402679389
44480,79.0195145971473,-71.8063402679389
18431,79.0195145971473,-71.8063402679389
42099,79.0195145971473,-71.8063402679389
23627,79.0195145971473,-71.8063402679389
45211,79.0195145971473,-71.8063402679389
45271,79.0195145971473,-71.8063402679389
44480,79.0195145971473,-71.8063402679389
23627,79.0195145971473,-71.8063402679389
23627,79.0195145971473,-71.8063402679389
23627,78.9530048677898,-71.7957642851737
45271,78.9530048677898,-71.7957642851737
44480,78.9530048677898,-71.7957642851737
45211,78.9530048677898,-71.7957642851737
42099,78.9530048677898,-71.7957642851737
18431,78.9530048677898,-71.7957642851737
7473,5.84997356069068,-0.498103959330058
24025,5.84997356069068,-0.498103959330058
2319,5.84997356069068,-0.498103959330058
24027,5.84997356069068,-0.498103959330058
23674,5.84997356069068,-0.498103959330058
14283,107.622441250585,23.5564040681752
20175,107.622441250585,23.5564040681752
14283,107.622441250585,23.5564040681752
14283,107.622441250585,23.5564040681752
20193,107.622441250585,23.5564040681752
20193,107.622441250585,23.5564040681752
20175,107.622441250585,23.5564040681752
14283,107.622441250585,23.5564040681752
20175,107.622441250585,23.5564040681752
20193,107.622441250585,23.5564040681752
20175,107.622441250585,23.5564040681752
29942,45.5481739750606,37.1864303351641
29943,45.5481739750606,37.1864303351641
19301,45.5481739750606,37.1864303351641
19301,45.5481739750606,37.1864303351641
19301,45.5481739750606,37.1864303351641
17465,306.276965202324,13.001774301321
17958,306.276965202324,13.001774301321
27880,306.276965202324,13.001774301321
44249,306.276965202324,13.001774301321
27881,306.276965202324,13.001774301321
27880,306.276965202324,13.001774301321
44681,306.276965202324,13.001774301321
17958,306.276965202324,13.001774301321
17465,306.276965202324,13.001774301321
33079,306.276965202324,13.001774301321
33264,306.276965202324,13.001774301321
44249,306.276965202324,13.001774301321
44681,306.276965202324,13.001774301321
33237,306.276965202324,13.001774301321
27881,306.276965202324,13.001774301321
27880,306.276965202324,13.001774301321
33079,306.276965202324,13.001774301321
44249,306.276965202324,13.001774301321
33253,306.276965202324,13.001774301321
33264,306.276965202324,13.001774301321
33237,306.276965202324,13.001774301321
33253,306.276965202324,13.001774301321
4520,153.798943608344,-1.07101269834952
10007,153.798943608344,-1.07101269834952
4826,153.798943608344,-1.07101269834952
25333,153.798943608344,-1.07101269834952
15490,153.798943608344,-1.07101269834952
19907,153.798943608344,-1.07101269834952
30115,110.964565698344,30.3216306512119
30114,110.964565698344,30.3216306512119
20118,110.964565698344,30.3216306512119
19581,110.964565698344,30.3216306512119
20256,110.964565698344,30.3216306512119
20118,110.964565698344,30.3216306512119
20256,110.964565698344,30.3216306512119
14148,71.9445433878205,10.3341253184926
19483,71.9445433878205,10.3341253184926
30082,71.9445433878205,10.3341253184926
46399,71.9445433878205,10.3341253184926
14148,71.9445433878205,10.3341253184926
30081,71.9445433878205,10.3341253184926
30082,71.9445433878205,10.3341253184926
19483,71.9445433878205,10.3341253184926
14148,71.9445433878205,10.3341253184926
23814,25.5835424506983,-35.6742759106067
19172,25.5835424506983,-35.6742759106067
45622,25.5835424506983,-35.6742759106067
23814,25.5835424506983,-35.6742759106067
13962,25.5835424506983,-35.6742759106067
18796,25.5835424506983,-35.6742759106067
18796,25.5835424506983,-35.6742759106067
19172,25.5835424506983,-35.6742759106067
19172,25.5835424506983,-35.6742759106067
17375,352.309996186665,51.3164261309999
27836,352.309996186665,51.3164261309999
33064,352.309996186665,51.3164261309999
27837,352.309996186665,51.3164261309999
17465,306.276724570398,13.0016530430187
17958,306.276724570398,13.0016530430187
44249,306.276724570398,13.0016530430187
27881,306.276724570398,13.0016530430187
27880,306.276724570398,13.0016530430187
44681,306.276724570398,13.0016530430187
17958,306.276724570398,13.0016530430187
17465,306.276724570398,13.0016530430187
33079,306.276724570398,13.0016530430187
33264,306.276724570398,13.0016530430187
44249,306.276724570398,13.0016530430187
44681,306.276724570398,13.0016530430187
33237,306.276724570398,13.0016530430187
27881,306.276724570398,13.0016530430187
27880,306.276724570398,13.0016530430187
33079,306.276724570398,13.0016530430187
44249,306.276724570398,13.0016530430187
33253,306.276724570398,13.0016530430187
33264,306.276724570398,13.0016530430187
33237,306.276724570398,13.0016530430187
33253,306.276724570398,13.0016530430187
32898,287.190797772808,42.6419494474379
32918,287.190797772808,42.6419494474379
32220,287.190797772808,42.6419494474379
43926,287.190797772808,42.6419494474379
43528,287.190797772808,42.6419494474379
32935,287.190797772808,42.6419494474379
32937,287.190797772808,42.6419494474379
33336,287.190797772808,42.6419494474379
17169,287.190797772808,42.6419494474379
32900,291.642308422912,49.5082113714512
32925,291.642308422912,49.5082113714512
43441,291.642308422912,49.5082113714512
32926,291.642308422912,49.5082113714512
32875,291.642308422912,49.5082113714512
32219,291.642308422912,49.5082113714512
5636,247.39962854216,0.530372743090771
32424,247.39962854216,0.530372743090771
32424,247.39962854216,0.530372743090771
22413,247.39962854216,0.530372743090771
5636,247.39962854216,0.530372743090771
32424,247.39962854216,0.530372743090771
11490,247.39962854216,0.530372743090771
32479,247.39962854216,0.530372743090771
32424,247.39962854216,0.530372743090771
22413,247.39962854216,0.530372743090771
5636,247.39962854216,0.530372743090771
27141,247.39962854216,0.530372743090771
17081,247.39962854216,0.530372743090771
11408,247.39962854216,0.530372743090771
27152,247.39962854216,0.530372743090771
18265,330.007133914824,-33.2138244335851
23540,330.007133914824,-33.2138244335851
23540,330.007133914824,-33.2138244335851
23540,330.007133914824,-33.2138244335851
18265,330.007133914824,-33.2138244335851
18265,330.007133914824,-33.2138244335851
7174,330.007133914824,-33.2138244335851
45050,330.007133914824,-33.2138244335851
44450,330.007133914824,-33.2138244335851
23540,330.007133914824,-33.2138244335851
23540,330.007133914824,-33.2138244335851
6594,330.007133914824,-33.2138244335851
18265,330.007133914824,-33.2138244335851
19020,35.9995592536204,-5.36276640871566
19034,35.9995592536204,-5.36276640871566
18456,35.9995592536204,-5.36276640871566
8732,35.9995592536204,-5.36276640871566
34932,35.9995592536204,-5.36276640871566
8744,35.9995592536204,-5.36276640871566
18860,35.9995592536204,-5.36276640871566
19065,35.9995592536204,-5.36276640871566
18900,35.9995592536204,-5.36276640871566
35459,35.9995592536204,-5.36276640871566
18995,35.9995592536204,-5.36276640871566
18932,35.9995592536204,-5.36276640871566
18946,35.9995592536204,-5.36276640871566
24007,35.9995592536204,-5.36276640871566
18874,35.9995592536204,-5.36276640871566
18606,35.9995592536204,-5.36276640871566
18843,35.9995592536204,-5.36276640871566
34874,35.9995592536204,-5.36276640871566
35430,35.9995592536204,-5.36276640871566
34845,35.9995592536204,-5.36276640871566
40175,35.9995592536204,-5.36276640871566
40088,35.9995592536204,-5.36276640871566
40146,35.9995592536204,-5.36276640871566
40204,35.9995592536204,-5.36276640871566
40234,35.9995592536204,-5.36276640871566
40117,35.9995592536204,-5.36276640871566
34685,35.9995592536204,-5.36276640871566
18883,35.9995592536204,-5.36276640871566
34903,35.9995592536204,-5.36276640871566
24233,35.9995592536204,-5.36276640871566
18463,35.9995592536204,-5.36276640871566
34656,35.9995592536204,-5.36276640871566
8267,35.9995592536204,-5.36276640871566
18414,35.9995592536204,-5.36276640871566
24234,35.9995592536204,-5.36276640871566
18447,35.9995592536204,-5.36276640871566
29409,35.9995592536204,-5.36276640871566
35315,35.9995592536204,-5.36276640871566
29703,35.9995592536204,-5.36276640871566
18918,35.9995592536204,-5.36276640871566
18876,35.9995592536204,-5.36276640871566
18446,35.9995592536204,-5.36276640871566
39972,35.9995592536204,-5.36276640871566
18470,35.9995592536204,-5.36276640871566
18835,35.9995592536204,-5.36276640871566
35285,35.9995592536204,-5.36276640871566
34787,35.9995592536204,-5.36276640871566
18604,35.9995592536204,-5.36276640871566
18740,35.9995592536204,-5.36276640871566
40056,35.9995592536204,-5.36276640871566
8728,35.9995592536204,-5.36276640871566
34816,35.9995592536204,-5.36276640871566
18445,35.9995592536204,-5.36276640871566
34714,35.9995592536204,-5.36276640871566
19027,35.9995592536204,-5.36276640871566
40029,35.9995592536204,-5.36276640871566
18465,35.9995592536204,-5.36276640871566
18439,35.9995592536204,-5.36276640871566
18832,35.9995592536204,-5.36276640871566
39998,35.9995592536204,-5.36276640871566
35402,35.9995592536204,-5.36276640871566
19020,35.9995592536204,-5.36276640871566
8268,35.9995592536204,-5.36276640871566
18463,35.9995592536204,-5.36276640871566
18591,35.9995592536204,-5.36276640871566
29413,35.9995592536204,-5.36276640871566
18591,35.9995592536204,-5.36276640871566
19020,35.9995592536204,-5.36276640871566
29658,35.9995592536204,-5.36276640871566
29413,35.9995592536204,-5.36276640871566
18840,35.9995592536204,-5.36276640871566
18424,35.9995592536204,-5.36276640871566
18910,35.9995592536204,-5.36276640871566
18424,35.9995592536204,-5.36276640871566
18910,35.9995592536204,-5.36276640871566
29407,35.9995592536204,-5.36276640871566
18463,35.9995592536204,-5.36276640871566
35482,35.9995592536204,-5.36276640871566
40719,35.9995592536204,-5.36276640871566
8268,35.9995592536204,-5.36276640871566
24007,35.9995592536204,-5.36276640871566
19020,35.9995592536204,-5.36276640871566
40719,35.9995592536204,-5.36276640871566
6914,353.922799826219,0.0391234623284197
2458,353.922799826219,0.0391234623284197
6914,353.922799826219,0.0391234623284197
23437,353.922799826219,0.0391234623284197
2458,353.922799826219,0.0391234623284197
28603,353.922799826219,0.0391234623284197
23452,353.922799826219,0.0391234623284197
6914,353.922799826219,0.0391234623284197
18185,353.922799826219,0.0391234623284197
18152,353.922799826219,0.0391234623284197
2458,353.922799826219,0.0391234623284197
38271,294.826214289297,47.1487805637019
38275,294.826214289297,47.1487805637019
38261,294.826214289297,47.1487805637019
32235,294.826214289297,47.1487805637019
38264,294.826214289297,47.1487805637019
38276,294.826214289297,47.1487805637019
38277,294.826214289297,47.1487805637019
38272,294.826214289297,47.1487805637019
38269,294.826214289297,47.1487805637019
32876,294.826214289297,47.1487805637019
38273,294.826214289297,47.1487805637019
38274,294.826214289297,47.1487805637019
38278,294.826214289297,47.1487805637019
38267,294.826214289297,47.1487805637019
38270,294.826214289297,47.1487805637019
43961,294.826214289297,47.1487805637019
43510,294.826214289297,47.1487805637019
38265,294.826214289297,47.1487805637019
38262,294.826214289297,47.1487805637019
32903,294.826214289297,47.1487805637019
32932,294.826214289297,47.1487805637019
38268,294.826214289297,47.1487805637019
38263,294.826214289297,47.1487805637019
13939,88.7318179150883,-68.4404037298592
42086,88.7318179150883,-68.4404037298592
44472,88.7318179150883,-68.4404037298592
14620,88.7318179150883,-68.4404037298592
13939,88.7318179150883,-68.4404037298592
13939,88.7318179150883,-68.4404037298592
14620,88.4661372693758,-68.2987588689593
44472,88.4661372693758,-68.2987588689593
13939,88.4661372693758,-68.2987588689593
42086,88.4661372693758,-68.2987588689593
18370,341.72412785491,-9.80951633265424
18007,341.72412785491,-9.80951633265424
18370,341.72412785491,-9.80951633265424
34237,341.72412785491,-9.80951633265424
28946,341.72412785491,-9.80951633265424
18007,341.72412785491,-9.80951633265424
18370,341.72412785491,-9.80951633265424
18007,341.72412785491,-9.80951633265424
21259,193.123527674109,-3.02501437543823
5151,193.123527674109,-3.02501437543823
5109,193.123527674109,-3.02501437543823
18672,3.64439448144136,-0.713358731523459
29168,3.64439448144136,-0.713358731523459
18041,3.64439448144136,-0.713358731523459
18672,3.64439448144136,-0.713358731523459
28701,3.64439448144136,-0.713358731523459
29357,3.64439448144136,-0.713358731523459
29169,3.64439448144136,-0.713358731523459
18041,3.64439448144136,-0.713358731523459
13945,74.7994917995932,-64.3653105630388
18440,74.7994917995932,-64.3653105630388
13313,67.9430792420772,-67.5367510367494
45879,67.9430792420772,-67.5367510367494
13941,67.9430792420772,-67.5367510367494
13313,67.9430792420772,-67.5367510367494
13300,67.9430792420772,-67.5367510367494
13300,67.9430792420772,-67.5367510367494
13313,67.9430792420772,-67.5367510367494
13300,67.9430792420772,-67.5367510367494
13313,67.9430792420772,-67.5367510367494
18265,327.96382526816,-33.6485318779803
12042,327.96382526816,-33.6485318779803
23540,327.96382526816,-33.6485318779803
12042,327.96382526816,-33.6485318779803
6579,327.96382526816,-33.6485318779803
12043,327.96382526816,-33.6485318779803
44199,327.96382526816,-33.6485318779803
6581,327.96382526816,-33.6485318779803
18265,327.96382526816,-33.6485318779803
23540,327.96382526816,-33.6485318779803
35601,158.725289999262,-39.1606926102313
35620,158.725289999262,-39.1606926102313
20123,158.725289999262,-39.1606926102313
35606,158.725289999262,-39.1606926102313
31704,158.725289999262,-39.1606926102313
31764,158.725289999262,-39.1606926102313
29661,32.5627422600891,0.750761550419679
3052,32.5627422600891,0.750761550419679
29274,32.5627422600891,0.750761550419679
29277,32.5627422600891,0.750761550419679
19243,72.1501219983814,-19.9151683959406
19243,72.1501219983814,-19.9151683959406
13932,72.1501219983814,-19.9151683959406
13882,72.1501219983814,-19.9151683959406
13931,72.1501219983814,-19.9151683959406
13932,72.1501219983814,-19.9151683959406
19243,72.1501219983814,-19.9151683959406
14629,72.1501219983814,-19.9151683959406
23898,46.1670409764221,-16.7235363791907
13501,46.1670409764221,-16.7235363791907
23746,46.1670409764221,-16.7235363791907
24910,46.1670409764221,-16.7235363791907
23752,46.1670409764221,-16.7235363791907
13501,46.1670409764221,-16.7235363791907
23898,46.1670409764221,-16.7235363791907
23745,46.1670409764221,-16.7235363791907
9820,181.697967881934,44.8315995721432
15357,181.697967881934,44.8315995721432
42165,193.534702049265,1.72346471196348
5066,193.534702049265,1.72346471196348
5172,193.534702049265,1.72346471196348
5355,193.534702049265,1.72346471196348
13498,16.0804344515256,38.2817954209533
18110,16.0804344515256,38.2817954209533
979,261.275458214149,58.9594714219892
6636,261.275458214149,58.9594714219892
979,261.275458214149,58.9594714219892
1626,261.275458214149,58.9594714219892
1565,261.275458214149,58.9594714219892
1587,261.275458214149,58.9594714219892
1566,261.275458214149,58.9594714219892
1607,261.275458214149,58.9594714219892
1573,261.275458214149,58.9594714219892
1580,261.275458214149,58.9594714219892
1579,261.275458214149,58.9594714219892
1572,261.275458214149,58.9594714219892
5392,261.275458214149,58.9594714219892
982,261.275458214149,58.9594714219892
1594,261.275458214149,58.9594714219892
1607,261.275458214149,58.9594714219892
1566,261.275458214149,58.9594714219892
1579,261.275458214149,58.9594714219892
1608,261.275458214149,58.9594714219892
1593,261.275458214149,58.9594714219892
1586,261.275458214149,58.9594714219892
5394,261.275458214149,58.9594714219892
33608,261.275458214149,58.9594714219892
1601,261.275458214149,58.9594714219892
1600,261.275458214149,58.9594714219892
978,261.275458214149,58.9594714219892
980,261.275458214149,58.9594714219892
1601,261.275458214149,58.9594714219892
981,261.275458214149,58.9594714219892
984,261.275458214149,58.9594714219892
17896,261.275458214149,58.9594714219892
1587,261.275458214149,58.9594714219892
6330,261.275458214149,58.9594714219892
1572,261.275458214149,58.9594714219892
1565,261.275458214149,58.9594714219892
1626,261.275458214149,58.9594714219892
1594,261.275458214149,58.9594714219892
33609,261.275458214149,58.9594714219892
13498,16.0807660028352,38.2818444135424
18110,16.0807660028352,38.2818444135424
19858,90.1661491007996,-68.1078238830372
34893,90.1661491007996,-68.1078238830372
45954,90.1661491007996,-68.1078238830372
25105,90.1661491007996,-68.1078238830372
19132,90.1661491007996,-68.1078238830372
19132,90.1661491007996,-68.1078238830372
34893,90.1661491007996,-68.1078238830372
19132,90.1661491007996,-68.1078238830372
17999,288.400919208533,48.1394916722603
44123,288.400919208533,48.1394916722603
17917,288.400919208533,48.1394916722603
44122,288.400919208533,48.1394916722603
32208,288.400919208533,48.1394916722603
43285,288.400919208533,48.1394916722603
33489,288.400919208533,48.1394916722603
32917,288.400919208533,48.1394916722603
32909,288.400919208533,48.1394916722603
17917,288.400919208533,48.1394916722603
17917,288.400919208533,48.1394916722603
17999,288.400919208533,48.1394916722603
5905,236.678267962048,0.757996709237388
6007,236.678267962048,0.757996709237388
5778,236.678267962048,0.757996709237388
21977,236.678267962048,0.757996709237388
5893,236.678267962048,0.757996709237388
5787,236.678267962048,0.757996709237388
5787,236.678267962048,0.757996709237388
21977,236.678267962048,0.757996709237388
5893,236.678267962048,0.757996709237388
5905,236.678267962048,0.757996709237388
5778,236.678267962048,0.757996709237388
6007,236.678267962048,0.757996709237388
19744,58.4317120452414,-0.0764334904430336
30068,58.4317120452414,-0.0764334904430336
35133,58.4317120452414,-0.0764334904430336
40336,58.4317120452414,-0.0764334904430336
30069,58.4317120452414,-0.0764334904430336
24842,58.4317120452414,-0.0764334904430336
19386,58.4317120452414,-0.0764334904430336
30070,58.4317120452414,-0.0764334904430336
19744,58.4317120452414,-0.0764334904430336
30067,58.4317120452414,-0.0764334904430336
19386,58.4317120452414,-0.0764334904430336
29661,32.5622987106675,0.750424939783191
3052,32.5622987106675,0.750424939783191
29274,32.5622987106675,0.750424939783191
29277,32.5622987106675,0.750424939783191
22122,258.218128697909,27.7539890105014
5475,258.218128697909,27.7539890105014
16715,258.218128697909,27.7539890105014
6231,258.218128697909,27.7539890105014
16966,258.218128697909,27.7539890105014
11458,258.218128697909,27.7539890105014
5475,258.218128697909,27.7539890105014
22122,258.218128697909,27.7539890105014
16966,258.218128697909,27.7539890105014
2134,28.1598566510569,-74.6478739764852
2134,28.1598566510569,-74.6478739764852
8042,28.1598566510569,-74.6478739764852
11780,28.1598566510569,-74.6478739764852
2134,28.1598566510569,-74.6478739764852
2134,26.3649798646169,-74.7233469337133
2134,26.3649798646169,-74.7233469337133
11780,26.3649798646169,-74.7233469337133
11780,26.3649798646169,-74.7233469337133
2134,26.3649798646169,-74.7233469337133
11780,26.3649798646169,-74.7233469337133
8042,26.3649798646169,-74.7233469337133
